Time	Node	Type	Packets	
802	2	CacheHits	0
802	2	CacheMisses	1
802	3	CacheHits	0
802	3	CacheMisses	0
802	4	CacheHits	0
802	4	CacheMisses	0
802	5	CacheHits	0
802	5	CacheMisses	1
802	6	CacheHits	0
802	6	CacheMisses	1
802	7	CacheHits	0
802	7	CacheMisses	1
802	8	CacheHits	0
802	8	CacheMisses	1
803	0	CacheHits	0
803	0	CacheMisses	0
803	1	CacheHits	0
803	1	CacheMisses	0
803	2	CacheHits	0
803	2	CacheMisses	1
803	3	CacheHits	0
803	3	CacheMisses	0
803	4	CacheHits	0
803	4	CacheMisses	0
803	5	CacheHits	0
803	5	CacheMisses	1
803	6	CacheHits	0
803	6	CacheMisses	1
803	7	CacheHits	0
803	7	CacheMisses	1
803	8	CacheHits	0
803	8	CacheMisses	1
804	0	CacheHits	0
804	0	CacheMisses	0
804	1	CacheHits	0
804	1	CacheMisses	0
804	2	CacheHits	0
804	2	CacheMisses	1
804	3	CacheHits	0
804	3	CacheMisses	0
804	4	CacheHits	0
804	4	CacheMisses	0
804	5	CacheHits	0
804	5	CacheMisses	1
804	6	CacheHits	0
804	6	CacheMisses	1
804	7	CacheHits	0
804	7	CacheMisses	1
804	8	CacheHits	0
804	8	CacheMisses	1
805	0	CacheHits	0
805	0	CacheMisses	0
805	1	CacheHits	0
805	1	CacheMisses	0
805	2	CacheHits	0
805	2	CacheMisses	1
805	3	CacheHits	0
805	3	CacheMisses	0
805	4	CacheHits	0
805	4	CacheMisses	0
805	5	CacheHits	0
805	5	CacheMisses	1
805	6	CacheHits	0
805	6	CacheMisses	1
805	7	CacheHits	0
805	7	CacheMisses	1
805	8	CacheHits	0
805	8	CacheMisses	1
806	0	CacheHits	0
806	0	CacheMisses	0
806	1	CacheHits	0
806	1	CacheMisses	0
806	2	CacheHits	0
806	2	CacheMisses	1
806	3	CacheHits	0
806	3	CacheMisses	0
806	4	CacheHits	0
806	4	CacheMisses	0
806	5	CacheHits	0
806	5	CacheMisses	1
806	6	CacheHits	0
806	6	CacheMisses	1
806	7	CacheHits	0
806	7	CacheMisses	1
806	8	CacheHits	0
806	8	CacheMisses	1
807	0	CacheHits	0
807	0	CacheMisses	0
807	1	CacheHits	0
807	1	CacheMisses	0
807	2	CacheHits	0
807	2	CacheMisses	1
807	3	CacheHits	0
807	3	CacheMisses	0
807	4	CacheHits	0
807	4	CacheMisses	0
807	5	CacheHits	0
807	5	CacheMisses	1
807	6	CacheHits	0
807	6	CacheMisses	1
807	7	CacheHits	0
807	7	CacheMisses	1
807	8	CacheHits	0
807	8	CacheMisses	1
808	0	CacheHits	0
808	0	CacheMisses	0
808	1	CacheHits	0
808	1	CacheMisses	0
808	2	CacheHits	0
808	2	CacheMisses	1
808	3	CacheHits	0
808	3	CacheMisses	0
808	4	CacheHits	0
808	4	CacheMisses	0
808	5	CacheHits	0
808	5	CacheMisses	1
808	6	CacheHits	0
808	6	CacheMisses	1
808	7	CacheHits	0
808	7	CacheMisses	1
808	8	CacheHits	0
808	8	CacheMisses	1
809	0	CacheHits	0
809	0	CacheMisses	0
809	1	CacheHits	0
809	1	CacheMisses	0
809	2	CacheHits	0
809	2	CacheMisses	1
809	3	CacheHits	0
809	3	CacheMisses	0
809	4	CacheHits	0
809	4	CacheMisses	0
809	5	CacheHits	0
809	5	CacheMisses	1
809	6	CacheHits	0
809	6	CacheMisses	1
809	7	CacheHits	0
809	7	CacheMisses	1
809	8	CacheHits	0
809	8	CacheMisses	1
810	0	CacheHits	0
810	0	CacheMisses	0
810	1	CacheHits	0
810	1	CacheMisses	0
810	2	CacheHits	0
810	2	CacheMisses	1
810	3	CacheHits	0
810	3	CacheMisses	0
810	4	CacheHits	0
810	4	CacheMisses	0
810	5	CacheHits	0
810	5	CacheMisses	1
810	6	CacheHits	0
810	6	CacheMisses	1
810	7	CacheHits	0
810	7	CacheMisses	1
810	8	CacheHits	0
810	8	CacheMisses	1
811	0	CacheHits	0
811	0	CacheMisses	0
811	1	CacheHits	0
811	1	CacheMisses	0
811	2	CacheHits	0
811	2	CacheMisses	1
811	3	CacheHits	0
811	3	CacheMisses	0
811	4	CacheHits	0
811	4	CacheMisses	0
811	5	CacheHits	0
811	5	CacheMisses	1
811	6	CacheHits	0
811	6	CacheMisses	1
811	7	CacheHits	0
811	7	CacheMisses	1
811	8	CacheHits	0
811	8	CacheMisses	1
812	0	CacheHits	0
812	0	CacheMisses	0
812	1	CacheHits	0
812	1	CacheMisses	0
812	2	CacheHits	0
812	2	CacheMisses	1
812	3	CacheHits	0
812	3	CacheMisses	0
812	4	CacheHits	0
812	4	CacheMisses	0
812	5	CacheHits	0
812	5	CacheMisses	1
812	6	CacheHits	0
812	6	CacheMisses	1
812	7	CacheHits	0
812	7	CacheMisses	1
812	8	CacheHits	0
812	8	CacheMisses	1
813	0	CacheHits	0
813	0	CacheMisses	0
813	1	CacheHits	0
813	1	CacheMisses	0
813	2	CacheHits	0
813	2	CacheMisses	1
813	3	CacheHits	0
813	3	CacheMisses	0
813	4	CacheHits	0
813	4	CacheMisses	0
813	5	CacheHits	0
813	5	CacheMisses	1
813	6	CacheHits	0
813	6	CacheMisses	1
813	7	CacheHits	0
813	7	CacheMisses	1
813	8	CacheHits	0
813	8	CacheMisses	1
814	0	CacheHits	0
814	0	CacheMisses	0
814	1	CacheHits	0
814	1	CacheMisses	0
814	2	CacheHits	0
814	2	CacheMisses	1
814	3	CacheHits	0
814	3	CacheMisses	0
814	4	CacheHits	0
814	4	CacheMisses	0
814	5	CacheHits	0
814	5	CacheMisses	1
814	6	CacheHits	0
814	6	CacheMisses	1
814	7	CacheHits	0
814	7	CacheMisses	1
814	8	CacheHits	0
814	8	CacheMisses	1
815	0	CacheHits	0
815	0	CacheMisses	0
815	1	CacheHits	0
815	1	CacheMisses	0
815	2	CacheHits	0
815	2	CacheMisses	1
815	3	CacheHits	0
815	3	CacheMisses	0
815	4	CacheHits	0
815	4	CacheMisses	0
815	5	CacheHits	0
815	5	CacheMisses	1
815	6	CacheHits	0
815	6	CacheMisses	1
815	7	CacheHits	0
815	7	CacheMisses	1
815	8	CacheHits	0
815	8	CacheMisses	1
816	0	CacheHits	0
816	0	CacheMisses	0
816	1	CacheHits	0
816	1	CacheMisses	0
816	2	CacheHits	0
816	2	CacheMisses	1
816	3	CacheHits	0
816	3	CacheMisses	0
816	4	CacheHits	0
816	4	CacheMisses	0
816	5	CacheHits	0
816	5	CacheMisses	1
816	6	CacheHits	0
816	6	CacheMisses	1
816	7	CacheHits	0
816	7	CacheMisses	1
816	8	CacheHits	0
816	8	CacheMisses	1
817	0	CacheHits	0
817	0	CacheMisses	0
817	1	CacheHits	0
817	1	CacheMisses	0
817	2	CacheHits	0
817	2	CacheMisses	1
817	3	CacheHits	0
817	3	CacheMisses	0
817	4	CacheHits	0
817	4	CacheMisses	0
817	5	CacheHits	0
817	5	CacheMisses	1
817	6	CacheHits	0
817	6	CacheMisses	1
817	7	CacheHits	0
817	7	CacheMisses	1
817	8	CacheHits	0
817	8	CacheMisses	1
818	0	CacheHits	0
818	0	CacheMisses	0
818	1	CacheHits	0
818	1	CacheMisses	0
818	2	CacheHits	0
818	2	CacheMisses	1
818	3	CacheHits	0
818	3	CacheMisses	0
818	4	CacheHits	0
818	4	CacheMisses	0
818	5	CacheHits	0
818	5	CacheMisses	1
818	6	CacheHits	0
818	6	CacheMisses	1
818	7	CacheHits	0
818	7	CacheMisses	1
818	8	CacheHits	0
818	8	CacheMisses	1
819	0	CacheHits	0
819	0	CacheMisses	0
819	1	CacheHits	0
819	1	CacheMisses	0
819	2	CacheHits	0
819	2	CacheMisses	1
819	3	CacheHits	0
819	3	CacheMisses	0
819	4	CacheHits	0
819	4	CacheMisses	0
819	5	CacheHits	0
819	5	CacheMisses	1
819	6	CacheHits	0
819	6	CacheMisses	1
819	7	CacheHits	0
819	7	CacheMisses	1
819	8	CacheHits	0
819	8	CacheMisses	1
820	0	CacheHits	0
820	0	CacheMisses	0
820	1	CacheHits	0
820	1	CacheMisses	0
820	2	CacheHits	0
820	2	CacheMisses	1
820	3	CacheHits	0
820	3	CacheMisses	0
820	4	CacheHits	0
820	4	CacheMisses	0
820	5	CacheHits	0
820	5	CacheMisses	1
820	6	CacheHits	0
820	6	CacheMisses	1
820	7	CacheHits	0
820	7	CacheMisses	1
820	8	CacheHits	0
820	8	CacheMisses	1
821	0	CacheHits	0
821	0	CacheMisses	0
821	1	CacheHits	0
821	1	CacheMisses	0
821	2	CacheHits	0
821	2	CacheMisses	1
821	3	CacheHits	0
821	3	CacheMisses	0
821	4	CacheHits	0
821	4	CacheMisses	0
821	5	CacheHits	0
821	5	CacheMisses	1
821	6	CacheHits	0
821	6	CacheMisses	1
821	7	CacheHits	0
821	7	CacheMisses	1
821	8	CacheHits	0
821	8	CacheMisses	1
822	0	CacheHits	0
822	0	CacheMisses	0
822	1	CacheHits	0
822	1	CacheMisses	0
822	2	CacheHits	0
822	2	CacheMisses	1
822	3	CacheHits	0
822	3	CacheMisses	0
822	4	CacheHits	0
822	4	CacheMisses	0
822	5	CacheHits	0
822	5	CacheMisses	1
822	6	CacheHits	0
822	6	CacheMisses	1
822	7	CacheHits	0
822	7	CacheMisses	1
822	8	CacheHits	0
822	8	CacheMisses	1
823	0	CacheHits	0
823	0	CacheMisses	0
823	1	CacheHits	0
823	1	CacheMisses	0
823	2	CacheHits	0
823	2	CacheMisses	1
823	3	CacheHits	0
823	3	CacheMisses	0
823	4	CacheHits	0
823	4	CacheMisses	0
823	5	CacheHits	0
823	5	CacheMisses	1
823	6	CacheHits	0
823	6	CacheMisses	1
823	7	CacheHits	0
823	7	CacheMisses	1
823	8	CacheHits	0
823	8	CacheMisses	1
824	0	CacheHits	0
824	0	CacheMisses	0
824	1	CacheHits	0
824	1	CacheMisses	0
824	2	CacheHits	0
824	2	CacheMisses	1
824	3	CacheHits	0
824	3	CacheMisses	0
824	4	CacheHits	0
824	4	CacheMisses	0
824	5	CacheHits	0
824	5	CacheMisses	1
824	6	CacheHits	0
824	6	CacheMisses	1
824	7	CacheHits	0
824	7	CacheMisses	1
824	8	CacheHits	0
824	8	CacheMisses	1
825	0	CacheHits	0
825	0	CacheMisses	0
825	1	CacheHits	0
825	1	CacheMisses	0
825	2	CacheHits	0
825	2	CacheMisses	1
825	3	CacheHits	0
825	3	CacheMisses	0
825	4	CacheHits	0
825	4	CacheMisses	0
825	5	CacheHits	0
825	5	CacheMisses	1
825	6	CacheHits	0
825	6	CacheMisses	1
825	7	CacheHits	0
825	7	CacheMisses	1
825	8	CacheHits	0
825	8	CacheMisses	1
826	0	CacheHits	0
826	0	CacheMisses	0
826	1	CacheHits	0
826	1	CacheMisses	0
826	2	CacheHits	0
826	2	CacheMisses	1
826	3	CacheHits	0
826	3	CacheMisses	0
826	4	CacheHits	0
826	4	CacheMisses	0
826	5	CacheHits	0
826	5	CacheMisses	1
826	6	CacheHits	0
826	6	CacheMisses	1
826	7	CacheHits	0
826	7	CacheMisses	1
826	8	CacheHits	0
826	8	CacheMisses	1
827	0	CacheHits	0
827	0	CacheMisses	0
827	1	CacheHits	0
827	1	CacheMisses	0
827	2	CacheHits	0
827	2	CacheMisses	1
827	3	CacheHits	0
827	3	CacheMisses	0
827	4	CacheHits	0
827	4	CacheMisses	0
827	5	CacheHits	0
827	5	CacheMisses	1
827	6	CacheHits	0
827	6	CacheMisses	1
827	7	CacheHits	0
827	7	CacheMisses	1
827	8	CacheHits	0
827	8	CacheMisses	1
828	0	CacheHits	0
828	0	CacheMisses	0
828	1	CacheHits	0
828	1	CacheMisses	0
828	2	CacheHits	0
828	2	CacheMisses	1
828	3	CacheHits	0
828	3	CacheMisses	0
828	4	CacheHits	0
828	4	CacheMisses	0
828	5	CacheHits	0
828	5	CacheMisses	1
828	6	CacheHits	0
828	6	CacheMisses	1
828	7	CacheHits	0
828	7	CacheMisses	1
828	8	CacheHits	0
828	8	CacheMisses	1
829	0	CacheHits	0
829	0	CacheMisses	0
829	1	CacheHits	0
829	1	CacheMisses	0
829	2	CacheHits	0
829	2	CacheMisses	1
829	3	CacheHits	0
829	3	CacheMisses	0
829	4	CacheHits	0
829	4	CacheMisses	0
829	5	CacheHits	0
829	5	CacheMisses	1
829	6	CacheHits	0
829	6	CacheMisses	1
829	7	CacheHits	0
829	7	CacheMisses	1
829	8	CacheHits	0
829	8	CacheMisses	1
830	0	CacheHits	0
830	0	CacheMisses	0
830	1	CacheHits	0
830	1	CacheMisses	0
830	2	CacheHits	0
830	2	CacheMisses	1
830	3	CacheHits	0
830	3	CacheMisses	0
830	4	CacheHits	0
830	4	CacheMisses	0
830	5	CacheHits	0
830	5	CacheMisses	1
830	6	CacheHits	0
830	6	CacheMisses	1
830	7	CacheHits	0
830	7	CacheMisses	1
830	8	CacheHits	0
830	8	CacheMisses	1
831	0	CacheHits	0
831	0	CacheMisses	0
831	1	CacheHits	0
831	1	CacheMisses	0
831	2	CacheHits	0
831	2	CacheMisses	1
831	3	CacheHits	0
831	3	CacheMisses	0
831	4	CacheHits	0
831	4	CacheMisses	0
831	5	CacheHits	0
831	5	CacheMisses	1
831	6	CacheHits	0
831	6	CacheMisses	1
831	7	CacheHits	0
831	7	CacheMisses	1
831	8	CacheHits	0
831	8	CacheMisses	1
832	0	CacheHits	0
832	0	CacheMisses	0
832	1	CacheHits	0
832	1	CacheMisses	0
832	2	CacheHits	0
832	2	CacheMisses	1
832	3	CacheHits	0
832	3	CacheMisses	0
832	4	CacheHits	0
832	4	CacheMisses	0
832	5	CacheHits	0
832	5	CacheMisses	1
832	6	CacheHits	0
832	6	CacheMisses	1
832	7	CacheHits	0
832	7	CacheMisses	1
832	8	CacheHits	0
832	8	CacheMisses	1
833	0	CacheHits	0
833	0	CacheMisses	0
833	1	CacheHits	0
833	1	CacheMisses	0
833	2	CacheHits	0
833	2	CacheMisses	1
833	3	CacheHits	0
833	3	CacheMisses	0
833	4	CacheHits	0
833	4	CacheMisses	0
833	5	CacheHits	0
833	5	CacheMisses	1
833	6	CacheHits	0
833	6	CacheMisses	1
833	7	CacheHits	0
833	7	CacheMisses	1
833	8	CacheHits	0
833	8	CacheMisses	1
834	0	CacheHits	0
834	0	CacheMisses	0
834	1	CacheHits	0
834	1	CacheMisses	0
834	2	CacheHits	0
834	2	CacheMisses	1
834	3	CacheHits	0
834	3	CacheMisses	0
834	4	CacheHits	0
834	4	CacheMisses	0
834	5	CacheHits	0
834	5	CacheMisses	1
834	6	CacheHits	0
834	6	CacheMisses	1
834	7	CacheHits	0
834	7	CacheMisses	1
834	8	CacheHits	0
834	8	CacheMisses	1
835	0	CacheHits	0
835	0	CacheMisses	0
835	1	CacheHits	0
835	1	CacheMisses	0
835	2	CacheHits	0
835	2	CacheMisses	1
835	3	CacheHits	0
835	3	CacheMisses	0
835	4	CacheHits	0
835	4	CacheMisses	0
835	5	CacheHits	0
835	5	CacheMisses	1
835	6	CacheHits	0
835	6	CacheMisses	1
835	7	CacheHits	0
835	7	CacheMisses	1
835	8	CacheHits	0
835	8	CacheMisses	1
836	0	CacheHits	0
836	0	CacheMisses	0
836	1	CacheHits	0
836	1	CacheMisses	0
836	2	CacheHits	0
836	2	CacheMisses	1
836	3	CacheHits	0
836	3	CacheMisses	0
836	4	CacheHits	0
836	4	CacheMisses	0
836	5	CacheHits	0
836	5	CacheMisses	1
836	6	CacheHits	0
836	6	CacheMisses	1
836	7	CacheHits	0
836	7	CacheMisses	1
836	8	CacheHits	0
836	8	CacheMisses	1
837	0	CacheHits	0
837	0	CacheMisses	0
837	1	CacheHits	0
837	1	CacheMisses	0
837	2	CacheHits	0
837	2	CacheMisses	1
837	3	CacheHits	0
837	3	CacheMisses	0
837	4	CacheHits	0
837	4	CacheMisses	0
837	5	CacheHits	0
837	5	CacheMisses	1
837	6	CacheHits	0
837	6	CacheMisses	1
837	7	CacheHits	0
837	7	CacheMisses	1
837	8	CacheHits	0
837	8	CacheMisses	1
838	0	CacheHits	0
838	0	CacheMisses	0
838	1	CacheHits	0
838	1	CacheMisses	0
838	2	CacheHits	0
838	2	CacheMisses	1
838	3	CacheHits	0
838	3	CacheMisses	0
838	4	CacheHits	0
838	4	CacheMisses	0
838	5	CacheHits	0
838	5	CacheMisses	1
838	6	CacheHits	0
838	6	CacheMisses	1
838	7	CacheHits	0
838	7	CacheMisses	1
838	8	CacheHits	0
838	8	CacheMisses	1
839	0	CacheHits	0
839	0	CacheMisses	0
839	1	CacheHits	0
839	1	CacheMisses	0
839	2	CacheHits	0
839	2	CacheMisses	1
839	3	CacheHits	0
839	3	CacheMisses	0
839	4	CacheHits	0
839	4	CacheMisses	0
839	5	CacheHits	0
839	5	CacheMisses	1
839	6	CacheHits	0
839	6	CacheMisses	1
839	7	CacheHits	0
839	7	CacheMisses	1
839	8	CacheHits	0
839	8	CacheMisses	1
840	0	CacheHits	0
840	0	CacheMisses	0
840	1	CacheHits	0
840	1	CacheMisses	0
840	2	CacheHits	0
840	2	CacheMisses	1
840	3	CacheHits	0
840	3	CacheMisses	0
840	4	CacheHits	0
840	4	CacheMisses	0
840	5	CacheHits	0
840	5	CacheMisses	1
840	6	CacheHits	0
840	6	CacheMisses	1
840	7	CacheHits	0
840	7	CacheMisses	1
840	8	CacheHits	0
840	8	CacheMisses	1
841	0	CacheHits	0
841	0	CacheMisses	0
841	1	CacheHits	0
841	1	CacheMisses	0
841	2	CacheHits	0
841	2	CacheMisses	1
841	3	CacheHits	0
841	3	CacheMisses	0
841	4	CacheHits	0
841	4	CacheMisses	0
841	5	CacheHits	0
841	5	CacheMisses	1
841	6	CacheHits	0
841	6	CacheMisses	1
841	7	CacheHits	0
841	7	CacheMisses	1
841	8	CacheHits	0
841	8	CacheMisses	1
842	0	CacheHits	0
842	0	CacheMisses	0
842	1	CacheHits	0
842	1	CacheMisses	0
842	2	CacheHits	0
842	2	CacheMisses	1
842	3	CacheHits	0
842	3	CacheMisses	0
842	4	CacheHits	0
842	4	CacheMisses	0
842	5	CacheHits	0
842	5	CacheMisses	1
842	6	CacheHits	0
842	6	CacheMisses	1
842	7	CacheHits	0
842	7	CacheMisses	1
842	8	CacheHits	0
842	8	CacheMisses	1
843	0	CacheHits	0
843	0	CacheMisses	0
843	1	CacheHits	0
843	1	CacheMisses	0
843	2	CacheHits	0
843	2	CacheMisses	1
843	3	CacheHits	0
843	3	CacheMisses	0
843	4	CacheHits	0
843	4	CacheMisses	0
843	5	CacheHits	0
843	5	CacheMisses	1
843	6	CacheHits	0
843	6	CacheMisses	1
843	7	CacheHits	0
843	7	CacheMisses	1
843	8	CacheHits	0
843	8	CacheMisses	1
844	0	CacheHits	0
844	0	CacheMisses	0
844	1	CacheHits	0
844	1	CacheMisses	0
844	2	CacheHits	0
844	2	CacheMisses	1
844	3	CacheHits	0
844	3	CacheMisses	0
844	4	CacheHits	0
844	4	CacheMisses	0
844	5	CacheHits	0
844	5	CacheMisses	1
844	6	CacheHits	0
844	6	CacheMisses	1
844	7	CacheHits	0
844	7	CacheMisses	1
844	8	CacheHits	0
844	8	CacheMisses	1
845	0	CacheHits	0
845	0	CacheMisses	0
845	1	CacheHits	0
845	1	CacheMisses	0
845	2	CacheHits	0
845	2	CacheMisses	1
845	3	CacheHits	0
845	3	CacheMisses	0
845	4	CacheHits	0
845	4	CacheMisses	0
845	5	CacheHits	0
845	5	CacheMisses	1
845	6	CacheHits	0
845	6	CacheMisses	1
845	7	CacheHits	0
845	7	CacheMisses	1
845	8	CacheHits	0
845	8	CacheMisses	1
846	0	CacheHits	0
846	0	CacheMisses	0
846	1	CacheHits	0
846	1	CacheMisses	0
846	2	CacheHits	0
846	2	CacheMisses	1
846	3	CacheHits	0
846	3	CacheMisses	0
846	4	CacheHits	0
846	4	CacheMisses	0
846	5	CacheHits	0
846	5	CacheMisses	1
846	6	CacheHits	0
846	6	CacheMisses	1
846	7	CacheHits	0
846	7	CacheMisses	1
846	8	CacheHits	0
846	8	CacheMisses	1
847	0	CacheHits	0
847	0	CacheMisses	0
847	1	CacheHits	0
847	1	CacheMisses	0
847	2	CacheHits	0
847	2	CacheMisses	1
847	3	CacheHits	0
847	3	CacheMisses	0
847	4	CacheHits	0
847	4	CacheMisses	0
847	5	CacheHits	0
847	5	CacheMisses	1
847	6	CacheHits	0
847	6	CacheMisses	1
847	7	CacheHits	0
847	7	CacheMisses	1
847	8	CacheHits	0
847	8	CacheMisses	1
848	0	CacheHits	0
848	0	CacheMisses	0
848	1	CacheHits	0
848	1	CacheMisses	0
848	2	CacheHits	0
848	2	CacheMisses	1
848	3	CacheHits	0
848	3	CacheMisses	0
848	4	CacheHits	0
848	4	CacheMisses	0
848	5	CacheHits	0
848	5	CacheMisses	1
848	6	CacheHits	0
848	6	CacheMisses	1
848	7	CacheHits	0
848	7	CacheMisses	1
848	8	CacheHits	0
848	8	CacheMisses	1
849	0	CacheHits	0
849	0	CacheMisses	0
849	1	CacheHits	0
849	1	CacheMisses	0
849	2	CacheHits	0
849	2	CacheMisses	1
849	3	CacheHits	0
849	3	CacheMisses	0
849	4	CacheHits	0
849	4	CacheMisses	0
849	5	CacheHits	0
849	5	CacheMisses	1
849	6	CacheHits	0
849	6	CacheMisses	1
849	7	CacheHits	0
849	7	CacheMisses	1
849	8	CacheHits	0
849	8	CacheMisses	1
850	0	CacheHits	0
850	0	CacheMisses	0
850	1	CacheHits	0
850	1	CacheMisses	0
850	2	CacheHits	0
850	2	CacheMisses	1
850	3	CacheHits	0
850	3	CacheMisses	0
850	4	CacheHits	0
850	4	CacheMisses	0
850	5	CacheHits	0
850	5	CacheMisses	1
850	6	CacheHits	0
850	6	CacheMisses	1
850	7	CacheHits	0
850	7	CacheMisses	1
850	8	CacheHits	0
850	8	CacheMisses	1
851	0	CacheHits	0
851	0	CacheMisses	0
851	1	CacheHits	0
851	1	CacheMisses	0
851	2	CacheHits	0
851	2	CacheMisses	1
851	3	CacheHits	0
851	3	CacheMisses	0
851	4	CacheHits	0
851	4	CacheMisses	0
851	5	CacheHits	0
851	5	CacheMisses	1
851	6	CacheHits	0
851	6	CacheMisses	1
851	7	CacheHits	0
851	7	CacheMisses	1
851	8	CacheHits	0
851	8	CacheMisses	1
852	0	CacheHits	0
852	0	CacheMisses	0
852	1	CacheHits	0
852	1	CacheMisses	0
852	2	CacheHits	0
852	2	CacheMisses	1
852	3	CacheHits	0
852	3	CacheMisses	0
852	4	CacheHits	0
852	4	CacheMisses	0
852	5	CacheHits	0
852	5	CacheMisses	1
852	6	CacheHits	0
852	6	CacheMisses	1
852	7	CacheHits	0
852	7	CacheMisses	1
852	8	CacheHits	0
852	8	CacheMisses	1
853	0	CacheHits	0
853	0	CacheMisses	0
853	1	CacheHits	0
853	1	CacheMisses	0
853	2	CacheHits	0
853	2	CacheMisses	1
853	3	CacheHits	0
853	3	CacheMisses	0
853	4	CacheHits	0
853	4	CacheMisses	0
853	5	CacheHits	0
853	5	CacheMisses	1
853	6	CacheHits	0
853	6	CacheMisses	1
853	7	CacheHits	0
853	7	CacheMisses	1
853	8	CacheHits	0
853	8	CacheMisses	1
854	0	CacheHits	0
854	0	CacheMisses	0
854	1	CacheHits	0
854	1	CacheMisses	0
854	2	CacheHits	0
854	2	CacheMisses	1
854	3	CacheHits	0
854	3	CacheMisses	0
854	4	CacheHits	0
854	4	CacheMisses	0
854	5	CacheHits	0
854	5	CacheMisses	1
854	6	CacheHits	0
854	6	CacheMisses	1
854	7	CacheHits	0
854	7	CacheMisses	1
854	8	CacheHits	0
854	8	CacheMisses	1
855	0	CacheHits	0
855	0	CacheMisses	0
855	1	CacheHits	0
855	1	CacheMisses	0
855	2	CacheHits	0
855	2	CacheMisses	1
855	3	CacheHits	0
855	3	CacheMisses	0
855	4	CacheHits	0
855	4	CacheMisses	0
855	5	CacheHits	0
855	5	CacheMisses	1
855	6	CacheHits	0
855	6	CacheMisses	1
855	7	CacheHits	0
855	7	CacheMisses	1
855	8	CacheHits	0
855	8	CacheMisses	1
856	0	CacheHits	0
856	0	CacheMisses	0
856	1	CacheHits	0
856	1	CacheMisses	0
856	2	CacheHits	0
856	2	CacheMisses	1
856	3	CacheHits	0
856	3	CacheMisses	0
856	4	CacheHits	0
856	4	CacheMisses	0
856	5	CacheHits	0
856	5	CacheMisses	1
856	6	CacheHits	0
856	6	CacheMisses	1
856	7	CacheHits	0
856	7	CacheMisses	1
856	8	CacheHits	0
856	8	CacheMisses	1
857	0	CacheHits	0
857	0	CacheMisses	0
857	1	CacheHits	0
857	1	CacheMisses	0
857	2	CacheHits	0
857	2	CacheMisses	1
857	3	CacheHits	0
857	3	CacheMisses	0
857	4	CacheHits	0
857	4	CacheMisses	0
857	5	CacheHits	0
857	5	CacheMisses	1
857	6	CacheHits	0
857	6	CacheMisses	1
857	7	CacheHits	0
857	7	CacheMisses	1
857	8	CacheHits	0
857	8	CacheMisses	1
858	0	CacheHits	0
858	0	CacheMisses	0
858	1	CacheHits	0
858	1	CacheMisses	0
858	2	CacheHits	0
858	2	CacheMisses	1
858	3	CacheHits	0
858	3	CacheMisses	0
858	4	CacheHits	0
858	4	CacheMisses	0
858	5	CacheHits	0
858	5	CacheMisses	1
858	6	CacheHits	0
858	6	CacheMisses	1
858	7	CacheHits	0
858	7	CacheMisses	1
858	8	CacheHits	0
858	8	CacheMisses	1
859	0	CacheHits	0
859	0	CacheMisses	0
859	1	CacheHits	0
859	1	CacheMisses	0
859	2	CacheHits	0
859	2	CacheMisses	1
859	3	CacheHits	0
859	3	CacheMisses	0
859	4	CacheHits	0
859	4	CacheMisses	0
859	5	CacheHits	0
859	5	CacheMisses	1
859	6	CacheHits	0
859	6	CacheMisses	1
859	7	CacheHits	0
859	7	CacheMisses	1
859	8	CacheHits	0
859	8	CacheMisses	1
860	0	CacheHits	0
860	0	CacheMisses	0
860	1	CacheHits	0
860	1	CacheMisses	0
860	2	CacheHits	0
860	2	CacheMisses	1
860	3	CacheHits	0
860	3	CacheMisses	0
860	4	CacheHits	0
860	4	CacheMisses	0
860	5	CacheHits	0
860	5	CacheMisses	1
860	6	CacheHits	0
860	6	CacheMisses	1
860	7	CacheHits	0
860	7	CacheMisses	1
860	8	CacheHits	0
860	8	CacheMisses	1
861	0	CacheHits	0
861	0	CacheMisses	0
861	1	CacheHits	0
861	1	CacheMisses	0
861	2	CacheHits	0
861	2	CacheMisses	1
861	3	CacheHits	0
861	3	CacheMisses	0
861	4	CacheHits	0
861	4	CacheMisses	0
861	5	CacheHits	0
861	5	CacheMisses	1
861	6	CacheHits	0
861	6	CacheMisses	1
861	7	CacheHits	0
861	7	CacheMisses	1
861	8	CacheHits	0
861	8	CacheMisses	1
862	0	CacheHits	0
862	0	CacheMisses	0
862	1	CacheHits	0
862	1	CacheMisses	0
862	2	CacheHits	0
862	2	CacheMisses	1
862	3	CacheHits	0
862	3	CacheMisses	0
862	4	CacheHits	0
862	4	CacheMisses	0
862	5	CacheHits	0
862	5	CacheMisses	1
862	6	CacheHits	0
862	6	CacheMisses	1
862	7	CacheHits	0
862	7	CacheMisses	1
862	8	CacheHits	0
862	8	CacheMisses	1
863	0	CacheHits	0
863	0	CacheMisses	0
863	1	CacheHits	0
863	1	CacheMisses	0
863	2	CacheHits	0
863	2	CacheMisses	1
863	3	CacheHits	0
863	3	CacheMisses	0
863	4	CacheHits	0
863	4	CacheMisses	0
863	5	CacheHits	0
863	5	CacheMisses	1
863	6	CacheHits	0
863	6	CacheMisses	1
863	7	CacheHits	0
863	7	CacheMisses	1
863	8	CacheHits	0
863	8	CacheMisses	1
864	0	CacheHits	0
864	0	CacheMisses	0
864	1	CacheHits	0
864	1	CacheMisses	0
864	2	CacheHits	0
864	2	CacheMisses	1
